"station","show","show_date","text"
"MSNBC","Morning Joe",2013-10-08 10:00:00,"i saw them as one of the great hopes for the republican party they were more progressive on social issues on immigration the environment on climate change i saw them as one of the great hopes for the republican party they were more progressive on social issues on immigration the environment on climate change"
"CNN","Anderson Cooper 360",2013-10-16 00:00:00,"the fich report tonight makes it clear that we're likely now having a downgrade in the credit rating that will hurt a lot of people and send interest rates and hurt consumers hurt the economy no doubt about it of course it was an extreme whack kind of view saying climate change denying climate change but they don't the fich report tonight makes it clear that we're likely now having a downgrade in the credit rating that will hurt a lot of people and send interest rates and hurt consumers hurt the economy no doubt about it of course it was an extreme whack kind of view saying climate change denying climate change but they don't"
"MSNBC","The Rachel Maddow Show",2013-10-30 01:00:00,"mike in virginia north carolina until very recently was governed by democrats under democratic governance they had an official plan for doing something about climb mass change in the state in 2010 in 2010 the official coastal resources commission of north carolina considered the effects of climate change on the state they predicted a frightening rise in sea level change that was climate change in north carolina"
"CNN","Fareed Zakaria GPS",2013-11-03 15:00:00,"first there is still a big debate certainly in washington as to whether climate change is real and man made and secondly there's not an appetite for big public investment the problems with big public investment is payoff is down the road we live more and more every day in a me now i want it kind of world and we're unwilling to make investments for our grandchildren and getting to the point we're unwilling to make investments for children what about climate change one of the big trends of the last few decades has been the growth of cities more and more people around the world are moving to urban centers and with that cities have grown in power and importance but what can a city do to combat something even bigger climate change"
"CNN","Fareed Zakaria GPS",2013-11-03 18:00:00,"1111 one of the big trends of the last few decades has been the growth of cities more and more people around the world are moving to urban centers and with that cities have grown in power and importance but what can a city do to combat something even bigger climate change"
"MSNBC","News Nation",2013-11-11 19:00:00,"brian i don't want to get into a huge conversation of climate change or debate here but you have this philippine delegate at the u.n who now has started a fast because he feels that climate talks have lacked action as it relates to us discussing global warming and blaming this super typhoon that killed the 10,000 people and counting so far on the inability to move forward with conversations as it relates to these meg astorms we saw some of this after sandy the necessary conversation that's needed on climate change well there's two parts of climate change brian i don't want to get into a huge conversation of climate change or debate here but you have this philippine delegate at the u.n who now has started a fast because he feels that climate talks have lacked action as it relates to us discussing global warming and blaming this super typhoon that killed the 10,000 people and counting so far on the inability to move forward with conversations as it relates to these meg astorms we saw some of this after sandy the necessary conversation that's needed on climate change well there's two parts of climate change"
"FOX News","The Five",2013-11-12 09:00:00,"it's not on the front page any more it is not over until it's over up next actor vince vaughan defends being a conservative in hollywood george clooney goes from sexiest man alive to climate change cheerleader he loves climate change"
"FOX News","The Five",2013-11-14 22:00:00,"those that continue deny in the face of mounting evident that clie vooi lent climate change is upon us and accelerating it's foolish to expect science from crazy she's so nutty she qualifies as a snickers bar her assumptions are no different than others hah hah you denied climate change"
"FOX News","The Five",2013-11-22 09:00:00,"sports sports if i were a republican i would run on this obama care and they are using our sports teams to promote climate change breast cancer is proven bob so is climate change"
"FOX News","The Five",2013-12-12 09:00:00,"they claim that it's global warming it's warm in certain parts of the world which is you have to admit the climate does change you can't refute that you guys got us climate change"
"MSNBC","The Last Word",2013-12-20 06:00:00,"turns out he had no affiliation with the cia whatsoever this is amazing what a delicious stew of government bugaboos no show job a climate change guy"
"MSNBC","NOW With Alex Wagner",2014-01-17 21:00:00,"this is humira at work yep doh boy slurpably fun and a good source of calcium dads who get it get go gurt the gop has a new climate change guy except he doesn't believe in climate change"
"FOX News","The Five",2014-01-18 09:00:00,"we start to talk about how oil is moved why did you pick this topic i didn't they told me no they didn't i love climate change"
"MSNBC","The Ed Show",2014-01-27 22:00:00,"let's get it done let's get it done okay so he didn't get tax reform he didn't get climate change"
"MSNBC","State of the Union 2014",2014-01-29 06:00:00,"there was discussion tonight earlier that there was some some good moments and a halt that was not one of them the president tonight also closed the book or tried to close the book on the debate over climate change he said point blank tonight the debate is settled climate change is a fact"
"MSNBC","PoliticsNation",2014-01-29 23:00:00,"for what for great example the governor clearly made strong commitments on climate change in 2009 to be very aggressive and do the right thing pep made a passionate that he believed in it and then he puts out ridiculous statements in 2010 not sure about climate change anymore and he knew what he was doing he cared about climate change"
"MSNBC","MSNBC Live",2014-02-08 19:00:00,"you don't trust the rodent i don't i'm sorry what about climate change does that have anything to do with this climate change is a real thing now how much longer of this slightly more reliable than small ferret animals you don't trust the rodent i don't i'm sorry what about climate change"
"FOX News","Special Report With Bret Baier",2014-02-14 23:00:00,"and this billion dollars this atteniation fund is going to be exactly like the money that was spent on green energy it's a slush fund for crony capitalism that will go to favored individuals and companies it's going to apparently ameliorate the damage from natural events caused by climate change well which drought is climate change which flood is climate change"
"FOX News","Red Eye",2014-02-15 08:00:00,"do you have something against russian women no i love them all the tinder thing is not a surprise but i hope the gay athletes are not using grinder because it is probably being monitored by the fsb they have to be careful as far as the climate change thing goes i care as much about what athletes think about climate change as actors care about climate change"
"CNN","Crossfire",2014-02-19 23:28:00,"i'm on record saying that nuclear weapons and climate change present the two biggest threats you think climate change is as much of a threat as nuke rar climate change is slow growth mass destruction unbelievable climate change can change our planet forever he is right to be in indonesia talking about this because jakarta is in danger of being drowned out if the flood waters rise as much as the army corps of engineers predicts it will by tend of the century five feet you think climate change is more dangerous than nuclear proliferation i'm on record saying that nuclear weapons and climate change present the two biggest threats you think climate change is as much of a threat as nuke rar climate change is slow growth mass destruction"
"MSNBC","The Rachel Maddow Show",2014-02-21 09:00:00,"the answer is he says nobody knows at this point in time nobody knows is oil a fossil fuel nobody knows is there climate change"
"CNN","CNN Newsroom",2014-02-24 14:00:00,"that faded we were told by al gore and others there was global warming then it morphed it wasn't global warming it became climate change"
"MSNBC","The Ed Show",2014-02-28 22:00:00,"but realso are have the chance to reduce greenhouse gas emissions in north america and we are going to continue to do that we don't we don't see and i didn't see when i was premier of manitoba a pipeline of climate change i saw closing a coal plant potentially helpful or light vehicle emission standards which the president and the prime minister have agreed to we both have the same energy efficiency for cars that is climate change"
"FOX News","Your World With Neil Cavuto",2014-03-07 21:00:00,"find out if your business can qualify at start upny.com ever pulled an all nighter in starting monday senate democrats will be giving speeches through the evening and into the morning even be tweeting but no sleeping why all the fuss they want to bring attention to climate change climate change"
"MSNBC","Way Too Early",2014-03-11 09:30:00,"more than two sdwdozen democrat being senators are pulling an all nighter to talk about climate change the senators say it's time to act on the issue before it's too late brian schatz organized the marathon session harry reid kicked off the series of speeches and launched another attack against the koch brothers climate change is real"
"FOX News","FOX and Friends",2014-03-11 10:00:00,"reporter perhaps to tackle the debt no perhaps to tacking what's happening in the ukraine no climate change"
"MSNBC","Morning Joe",2014-03-11 10:00:00,"so you're just kidding and you do care about climate change i love don henley even though he hates everything i stand for i'm sure i love don henley he has written some great songs he's a climate change guy more than two dozen democratic senators are pulling an all nighter to get climate change back in the headlines hey great job freshman brian schatz organized the session harry reid kicked it off by calling everybody who disagreed with him unamerican climate change is real he is great and i'm glad that they are trying to have a conversation god knows the media a total blackout on climate change the past decade if only the media would focus a little bit on climate change but those oil barrens control all of the major media companies there's a guy i hear there is this guy al gore i hear he has been trying to get funding for a movie about this that says florida is going to be under water in like 30 years and new york city is going to be a huge tidal wave and freeze and burning books in the public library but hollywood won't talk about climate change the media won't talk about climate change nobody will talk about climate change"
"CNN","CNN Newsroom",2014-03-11 13:00:00,"joining me now christine romans both have strong views on climate change they do and have been vocal carol senate democrats are trying to stir the base talk about what liberals want them to talk about that's climate change"
"FOX News","Special Report With Bret Baier",2014-03-11 22:00:00,"so what are the 15 hour talk a thon in which everyone agrees chief congressional correspondent mike emanuel has the story from capitol hill tonight it was an all nighter on the senate floor to talk up a hot issue the democrats liberal base climate change is real climate change is caused by humans and climate change is solvable debates on climate change are often said to generate more heat than light so what are the 15 hour talk a thon in which everyone agrees chief congressional correspondent mike emanuel has the story from capitol hill tonight it was an all nighter on the senate floor to talk up a hot issue the democrats liberal base climate change is real"
"FOX News","Hannity",2014-03-12 05:00:00,"we've been told in this 1970s time magazine famous cover that said the next ice age is coming then global warming now because it's not global warming they're saying climate change basically they're say ago weather the weather is climate change"
"MSNBC","The Ed Show",2014-03-13 21:00:00,"is climate change caused is it real is it real the climate is warming without a doubt okay so climate change is real"
"MSNBC","The Ed Show",2014-03-14 21:00:00,"do you believe that good has a sense of humor that ain't funny the democrats had an all night marathon advancing global warming climate change is real climate change is manmade"
"CNN","CNNI Simulcast",2014-03-31 07:00:00,"in europe it was the rain setting records overflowing river banks and causing billions of dollars in damages and then there was the devastating tieyphoon that tore through the fillphilippines claiming 6,000 lives climate change is now felt the world over according to a new report released by the u.n panel on climate change"
"CNN","Fareed Zakaria GPS",2014-04-13 17:00:00,"at weathertech we built american factories we use american raw materials and we hire american workers weathertech.com proudly made in america quality like this you can't do that take a look at the headlines written by the report released by the u.n s intergovernmental panel on climate change climate change is here now"
"MSNBC","NOW With Alex Wagner",2014-04-23 20:00:00,"mr brandon no mr tillis no climate change denial is confusing"
"MSNBC","Up WSteve Kornacki",2014-05-03 12:00:00,"he talked about if we had state militias on the other hand to tamp down the tea party insurgency to make himself acceptable here's an example of what thom tillis had to do this is from a republican debate on the issue of climate change this is what tillis is talking like in the primary is climate change a fact"
"CNN","CNN Newsroom",2014-05-06 18:00:00,"millennials yes they're not that excited about obama the polls show what's an issue they care about a lot climate change"
"MSNBC","The Ed Show",2014-05-08 21:00:00,"the next thing the national climate assessment they're going to tell you that doesn't matter have you seen republicans come out and say you know this has got some merit we need to think about climate change no because facts don't matter that's their climate change policy"
"MSNBC","Weekends With Alex Witt",2014-05-10 16:00:00,"here's what the president had to say yesterday when he was in california climate change is real we have to act now inside of washington we've still got some climate deniers who shout loud but they're wasting everybody's time on a settled debate climate change is a fact"
"MSNBC","Morning Joe",2014-05-12 10:00:00,"and there's just one more the florida senator also made headlines with his comments on climate change last week the obama administration unveiled a major report stating that manmade climate change isn't a problem in the distant future it's happening now but rubio says he disagrees with the scientists how big a threat is climate change okay i've already had this planned ahead of them we've got a clip we're going to go to it on climate change go there now how big a threat is climate change i know couple things do you agree with me that there is climate change first of all there certainly was warming for much of the 20th century do you think climate change has done"
"MSNBC","The Reid Report",2014-05-12 18:00:00,"very religious right that primary is really sort of a religious conservatives to win right marco rubio seems to be trying to cuddle up to that crowd he has left immigration behind and his new thing is to sort of become a climate change denier let's take a listen to him talking to jonathan carl on friday about climate change how big a threat is climate change"
"MSNBC","PoliticsNation",2014-05-12 22:00:00,"last week the white house released a big report on the impact of climate change in the u.s president obama was in california tackling the issue of climate denierism head on climate change is real and we have to act now unfortunately inside of washington we've still got some climate deniers who shout loud but they're wasting everybody's time on settled debate climate change is a fact"
"MSNBC","Hardball With Chris Matthews",2014-05-13 06:00:00,"i think blindfolded rejectionism they don't want to believe in science in a lot of areas but especially now climate chris only 1 out of 10 1 out of 10 tea party republicans believe climate change is happening and that it's human induced that means 9 out of 10 eex plain the psychiatrist of this climate change skeptics you can say that's the way god did it people are out there denying science it's like don't tell me what's going on there it gets in the way of what i want to think what i want to believe they associate climate change and concern with climate change with a political enemy"
"FOX News","Shepard Smith Reporting",2014-05-13 19:00:00,"anyway this glacier here scientists say powerful winds have been pulling the warmer waters to the surface for years now and that even if the warm waters went away it would still be too little too late the cause is unclear scientists say man made climate change is likely a big factor climate change it is real"
"MSNBC","The Ed Show",2014-05-14 21:00:00,"time magazine called him the republican savior let me tell you something folks rubio may somehow save the republican party but he has no plans to save this country or the planet when it comes to climate change you see on sunday i mean this was like hidden rubio came under heavy criticism for making these what else do you call them ignorant remarks on climate change how big a threat is climate change"
"FOX News","FOX and Friends",2014-05-21 10:00:00,"with all the riots in the street against americans and global warming why wouldn't people look at this and say let's just go for human rights in a country like iran and the repression that exists all around not just the beverly hills hotel who all of a sudden they discover is run bay guy who runs a country that subscribes to sharia law by the way they don't call it global warming anymore because it hasn't warmed for 17 years so now it's climate change climate change"
"CNN","CNN Newsroom",2014-05-21 13:00:00,"one group is asking florida's governor to come up with a climate change plan for the state welcome to you both thank you much reverend can't we say it like it is climate change denyiers aren't listening to scientists"
"MSNBC","PoliticsNation",2014-05-21 22:00:00,"he's the much loved host of wheel of fortune and here's a fun fact in his free time he's a climate change denier who knew yesterday he tweeted i now believe global warming alarmists are unpatriotic racists knowingly misleading for their own ends oh no pat you lose a turn on this one climate change is very real"
"MSNBC","Morning Joe",2014-05-27 10:00:00,"amazing what they can do in hollywood actually you're shedding light on an issue we need to talk about i totally got the issue wrong let's go to the right issue climate change"
"FOX News","FOX and Friends",2014-05-28 10:00:00,"soon they're coming but not just here in third world countries why because climate change"
"MSNBC","All In With Chris Hayes",2014-06-05 00:00:00,"well he did go on there didn't he but now clearly congressman grimm has gotten the memo from the central office using this latest term of art i'm not a scientist listen i'm not qualified to debate the science over climate change what is your take on global warming climate change"
"MSNBC","All In With Chris Hayes",2014-06-05 03:00:00,"but now clearly congressman grimm has gotten the memo from the central office using this latest term of art i'm not a scientist i'm not a scientist listen i'm not qualified to debate the science over climate change what is your take on global warming climate change"
"FOX News","Your World With Neil Cavuto",2014-06-05 20:00:00,"meanwhile senate democrats are calling for a robust debate you're probably thinking on this whole veterans thing right i hate to disappoint you it's on climate change"
"MSNBC","The Rachel Maddow Show",2014-06-27 04:00:00,"thank you but my career as an action hero was all make believe today i'm taking on the real life bad guy one that threatens all humanity climate change climate change applause thank you very much thank you but my career as an action hero was all make believe today i'm taking on the real life bad guy one that threatens all humanity climate change"
"MSNBC","All In With Chris Hayes",2014-07-08 07:00:00,"we shouldn't really be having it in the first place john oliver once and for all definitively demonstrating that if you're actually going to debate climate change that is how you do it problem is almost no broadcast news organization this one included has the time or resources to do it in that way instead they often do it the wrong way setting up a false equivalent between the establish of science climate change and climate change deniers"
"FOX News","The Five",2014-07-21 21:00:00,"i don't know there you go there's a reason why we sun spots that's what it is articulate argument for climate change"
"MSNBC","The Ed Show",2014-07-28 21:00:00,"according to a new ibsos global trend study our country has the largest people who do not think we are headed for an environmental disaster on the other end of the spectrum 91 of the china agrees that change in habits is necessary fueled by conservative climate change deniers not a scientist is climate change a fact"
"MSNBC","First Look",2014-07-31 09:00:00,"five week recess yeah well good thing there's no important urgent business for them to take care of the clock ticking on immigration reform immigration border deal global warming climate change"
"FOX News","Red Eye",2014-08-06 07:00:00,"since they don't want to talk about global warming they can talk about climate change the climate is different every day excellent point is this now an argument for global warming it is the climate change"
"MSNBC","The Ed Show",2014-08-13 21:00:00,"this is the highest concentration of toxicology joining me director of bold nebraska.org and dr anderson of the woods hole oceanographic institution is there any doubt this is connected to climate change no i don't want to debate if climate change is happening or if climate change is real because it is"
"FOX News","The Five",2014-08-29 08:00:00,"it's important why because andrea said yeah coming up president obama's got some plans to circumvent congress this time on climate change"
"FOX News","Stossel",2014-09-01 02:00:00,"second we have a lot of water that needs to be cleaned up third we need to deal with climate change which is a global problem we have to start here at home by reducing the carbon solution responsible for climate change you confuse a lot of things there you talk about pollution and climate change"
"FOX News","The Five",2014-09-05 21:00:00,"it's not the issue but ate serious one but they don't have a single thing that would bring down global emissions they can't get a global agreement they will take any issue whether it's ebola or any kind of violence and link to it climate change they will say climate change causes everything climate change causes racism there's not one policy prescription that any of the democrats would put forward that would have an impact on a serious issue that is climate change it's not the issue but ate serious one but they don't have a single thing that would bring down global emissions they can't get a global agreement they will take any issue whether it's ebola or any kind of violence and link to it climate change they will say climate change causes everything"
"FOX News","The Five",2014-09-06 08:00:00,"it's not the most important issue but ate serious one but they don't have a single thing that would bring down global emissions they can't get a global agreement they will take any issue whether it's ebola or any kind of violence and link to it climate change they will say climate change causes everything climate change causes racism there's not one policy prescription that any of the democrats would put forward that would have an impact on a serious issue that is climate change it's not the most important issue but ate serious one but they don't have a single thing that would bring down global emissions they can't get a global agreement they will take any issue whether it's ebola or any kind of violence and link to it climate change they will say climate change causes everything"
"MSNBC","Andrea Mitchell Reports",2014-09-23 16:00:00,"thank you very much thank you jeff goldberg as always thank you coming up this hour we will hear from the president at the united nations on a different fight climate change"
"MSNBC","The Ed Show",2014-09-23 21:00:00,"he says what is a bigger threat to america isis or climate change i think they're both a huge threat to america one might just hit us a little faster than the other but i think they're both coming certainly climate change"
"FOX News","The Five",2014-09-24 08:00:00,"then we would deal with the most immediate problem at hand isn't fossil fuels the ultimate renewable energies it was renewed once it used to be a dinosaur now it's fuel how is that not renewable is it global warming or climate change climate change"
"MSNBC","The Ed Show",2014-09-30 21:00:00,"they were sliding him for the slide i got too excited the number two trender dry out drought drought drought climate drought climate change"
"FOX News","On the Record With Greta Van Susteren",2014-10-10 23:00:00,"everything speech in cairo going to solve the problem muslim world that didn't happen immigration speech 2010 that didn't happen climate change that didn't happen"
"FOX News","The Five",2014-10-14 21:00:00,"we're not going to agree on it it's not worth arguing about anymore you said that climate change is more of a threat than isis sure by far when has climate change beheaded anybody"
"MSNBC","Morning Joe",2014-10-28 10:00:00,"when 90 of the scientists say that climate change is happening we have to listen okay so we know what's number one right now on your charts as far as issues go political issues climate change"
"MSNBC","Morning Joe",2014-11-10 11:00:00,"where do you think the disconnect came in 2004 ln 2005 everybody was talking about climate change making fun of al gore the adulation he received for a couple of years was high climate change went up pretty high"
"CNN","The Situation Room",2014-11-12 22:00:00,"reporter fighting government regulation was a key part of mcconnell's re election campaign in coal rich kent stop the car on coal now reporter and in fact partisan differences over climate change are the differences in the government many high profile congressional republicans don't buy the science behind climate change do you believe climate change is real"
"CNN","CNNI Simulcast",2014-11-13 06:00:00,"reporter fighting government regulation was a key part of mcconnell's re election campaign in kentucky jobs for people who are hurting and it stops the war on coal now in fact partisan differences over climate change are among the deepest in the newly divided government many high profile congressional republicans don't buy the science behind climate change do you believe climate change is real"
"CNN","CNNI Simulcast",2014-11-13 07:00:00,"these carbon emission regulations are creating havoc in my state and other reporter fighting government regulation was a key part of mcconnell's re election campaign in coal rich kentucky gets jobs for people who are hurting and it stops the war on coal now reporter in fact partisan differences over climate change are among the deepest in a newly divided government many high profile congressional republicans don't buy the science behind climate change do you believe climate change is real"
"MSNBC","The Cycle",2014-11-20 20:00:00,"it's very reasonable climate change everybody when lake erie's warmer more water evaporates into the air and snows more i don't make the rules people so it is surprising that here's the thing that's troubling everybody in the scientific community all over the world is talking about climate change concerned about climate change welcome bill it's an honor to have you sir a pleasure to see you all when you see the incredible images of snow descending on buffalo what do you make of that well you can't tie especially cold weather events are difficult to tie the climate change it's very reasonable climate change"
"FOX News","The Kelly File",2014-11-21 02:00:00,"they really had it coming they did they waited and waited they have been blaming these people for everything falsely for isis and ebola they would blame the immigrants for climate change if they believed in climate change"
"FOX News","The Five",2014-12-04 22:00:00,"it's not solar powered it's not run by a windmill this is terrible what about climate change what about climate change"
"FOX News","FOX and Friends",2014-12-11 11:00:00,"to your point many americans you're saying a lot of americans believe in ridiculous stuff let's start with climate change we've heard from many americans many prominent americans it's the worst thing that could possibly happen you said two things i believe in climate change"
"CNN","CNN Newsroom With Brooke Baldwin",2014-12-18 19:00:00,"what do you make of the rollout of the lame duck obama presidency since his midterm defeat he's pressed ahead on immigration reform you bring up china he dealt with china climate change"
"MSNBC","Morning Joe",2014-12-26 11:00:00,"seriously it's a terrible thing that's going on but we have to be able to rationally deal with it and when you know 90 of the scientists say climate change is happening we have to listen so we know what's number one right now on your chart as far as issues go political issues climate change"
"CNN","All the Best All the Worst 2014 An Anderson Cooper 360 Special",2015-01-01 01:00:00,"the best news about inner space in the science community people are talking more about global climate change problem is the world still can't seem to agree on a plan of action the united states taking aggressive steps to address climate change none of these agreements and rollbacks and trades and these keeping track of local businesses none of that would be important i'm very upset about the climate change"
"CNN","All the Best All the Worst 2014 An Anderson Cooper 360 Special",2015-01-01 10:05:00,"people are talking more about global climate change problem is the world still can't seem to agree on a plan of action if the united states were taking aggressive steps to address climate change none of the agreements and rollbacks and trades none of that would be important i'm upset about the climate change"
"CNN","All the Best All the Worst 2014 An Anderson Cooper 360 Special",2015-01-04 00:00:00,"best news about inner space for people in the science community people are talking more about global climate change problem is the world still can't seem to agree on a plan of action the united states taking aggressive steps to address climate change none of these agreements and rollbacks and trades and these keeping track of local businesses none of that would be important i'm very upset about the climate change"
"MSNBC","All In With Chris Hayes",2015-01-22 01:00:00,"today in the year 2015 the world's greatest body voted 98 1 stating that climate change is real and is not a hoax that is i suppose the good news the bad news is the united states senate was voting on whether climate change is real in 2015 and the other bad news is that after passing this amendment they voted on two more amendments on climate change the first one stating quote climate change is real and human activity contributes to climate change"
"MSNBC","All In With Chris Hayes",2015-01-23 04:00:00,"more people are in poverty in america than ever before this week he is talking about man made climate change he described him as one of the republicans that think the world is getting warmer that kind of rhetoric managed to alienate one of his former supporters romney now into climate change"
"FOX News","Justice With Judge Jeanine",2015-01-25 09:00:00,"coco let me ask you a question do you really think the greatest threat out there is climate change wasn't he talking about going into outer space i mean i always thought he was on mars climate change do you really think the greatest threat out there is climate change wasn't he talking about going into outer space i mean i always thought he was on mars climate change we thought people looking yes climate change"
"MSNBC","Morning Joe",2015-02-03 11:00:00,"i'm not you're playing all or nothing because you don't want to talk about the fact that but what's the scarborough position is climate change real yeah climate change is real humans cause climate change yes you are i'm not you're playing all or nothing because you don't want to talk about the fact that but what's the scarborough position is climate change real yeah climate change is real i've brought this up and discuss discussed it before several years ago there still was a debate there is not at least in the science community a debate about this anymore this is not even close this is not even close there is still a debate on climate change the effects of climate change how quickly climate change is coming on us there was a small study in england in 1998 i have a son who has a bergers and talked about how there still was a debate at least in the science community there's not a debate this is not even close there's still a debate on climate change the effects of climate change how quickly climate change is coming on us a thousand different variables in that debate"
"FOX News","The Real Story With Gretchen Carlson",2015-02-06 19:00:00,"you mentioned climate change it's interesting when you talk about priorities that the administration is saying in this document climate change is a huge national security challenge and threat republican lindsey graham responding to that saying in part quote i doubt isil or vladimir putin will be intimidated by president obama's strategy of strategic patience from their point of view the more patience president obama practices the stronger they become on the climate change issue the president's new budget proposes 10 million to fight climate change"
"FOX News","The Five",2015-02-12 22:00:00,"am i feeling stressed no asking isis in terms of morale i'm feeling stressed personally but that's pause i to worry about climate change who cares about climate change all right answer whatever question you thought you heard first on the climate thing i think it does require worldwide you know people signing up china won't do it others won't so hard to push climate legislation without some partners in it one but two i have to believe in it get in an argument about it i have to believe climate change is in the long run warming i say climate change first on the climate thing i think it does require worldwide you know people signing up china won't do it others won't so hard to push climate legislation without some partners in it one but two i have to believe in it get in an argument about it i have to believe climate change is in the long run warming i say climate change i know but that is such bs everyone agrees that climate change is bob"
"MSNBC","The Ed Show",2015-02-13 22:00:00,"we must march i'm glad to see us standing for what's right plus mega drought the scientists say it is on the way climate change continues unabated"
"FOX News","Bulls and Bears",2015-02-14 15:00:00,"i mean climate change the government spending big money to go green necessary absolutely not when did it go from global warming to climate change"
"MSNBC","The Reid Report",2015-02-16 19:00:00,"just say it could be climate change just once in awhile i think the bigger picture meaning we're not pursueing the policies bill ney just talk about climate change so some places get colder the thing that's consistent with climate change models is this variance where it's cold it's warm it's cold it's warm so i was in wyoming last week and it was 50 degrees very unusual so what i would hope for my dream joy is that you all you and the news business would say the word climate change just like it could be climate change it's a possible connection to climate change"
"MSNBC","The Reid Report",2015-02-19 19:00:00,"we get one snowstorm after another that's why boston is seeing so much snow it's not moving into its normal pattern so yes a bit unusual for us climate change"
"FOX News","Red Eye",2015-02-22 07:00:00,"we weren't destroyed by asteroids well how did we lose the dinosaurs that's how we came to be exactly but that's how we had climate change climate change isn't real dude super volcano like diarrhea and extreme climate change nuclear war and unknown consequences which is the name of my greatful dead tribute band bernie which scenario would you prefer to die in if you had a pick i think the climate change"
"MSNBC","PoliticsNation",2015-02-23 23:00:00,"do you believe i'm not a scientist i don't know the science behind climate change well listen i'm not going to i'm not qualified to debate the science over climate change what is your take on global warming climate change"
"FOX News","FOX and Friends Saturday",2015-03-07 11:00:00,"thank you not too fast thank you we call it climate change climate change higher temperatures thank you not too fast thank you we call it climate change"
"MSNBC","NOW With Alex Wagner",2015-04-09 20:00:00,"i took my phone out and started recording later a drought dilemma water is so precious and wisconsin's anti climate change crusade the climate change threat real"
"MSNBC","The Ed Show",2015-04-09 21:00:00,"i took my phone out and started recording later a drought dilemma water is so precious and wisconsin's anti climate change crusade the climate change threat real republicans don't want state workers to talk about don't talk about it don't think about it don't e mail about it climate change"
"MSNBC","Morning Joe",2015-04-13 10:00:00,"what's her plan well one stick with financial reform two unlike the republicans go ahead with climate change first of all the issues are very clear for this election do we do anything about climate change"
"FOX News","FOX and Friends First",2015-04-21 09:00:00,"solar powered ash planes that would work maybe you should fly before me what do you think the bigger threat is climate change or terrorism climate change that would work maybe you should fly before me what do you think the bigger threat is climate change or terrorism climate change climate change at the moment maybe you should fly before me what do you think the bigger threat is climate change or terrorism climate change climate change at the moment i would go with climate change"
"CNN","CNN International",2015-04-22 06:00:00,"desert landscape tornado touchdown first thing you think unusual and get 10 per year is this climate change"
"FOX News","The Five",2015-04-22 21:00:00,"climate change poses a greater threat than terror it's fine for the loonies but for the president yikes today there's no greater threat to our planet than climate change the pentagon says climate change poses immediate risk to our national security climate change can no longer be denied or ignored"
"MSNBC","PoliticsNation",2015-04-22 22:00:00,"why pause the moment ask your doctor about cialis for daily use for a free 30 tablet trial go to cialis.com today's earth day and to celebrate president obama spent the day in florida everglades urging republicans to do more to protect our environment climate change is threatening this treasure and the communities that depend on it simply refusing to say the words climate change doesn't mean the climate change isn't happening"
"MSNBC","All In With Chris Hayes",2015-04-23 00:00:00,"it can't be edited out it can't be omitted from the conversation and action can no longer be delayed and that's why i've committed the united states to lead the world in combatting this threat simply refusing to say the words climate change doesn't mean that climate change isn't happening"
"MSNBC","Up WSteve Kornacki",2015-04-26 12:00:00,"rick santorum and mark huckabee were wooing the crowd as well how did they all do let's take a look greatest threat we face climate change"
"MSNBC","The Ed Show",2015-05-05 21:00:00,"these beach communities are already feeling the impact of climate change the rising water table causes local roads to flood even on sunny days scientists in the area say that if nothing is done the worst is yet to come i hope you're listening because this is so serious climate change is happening"
"FOX News","Your World With Neil Cavuto",2015-05-06 20:00:00,"didn't say dangerous hurricane season but more than we've had in the past with and we've been going through a slow period he was saying the tornados do you agree or think that this could be a climate change type issue or just sort of luck of the draw or unluck of the draw no it's climate change"
"FOX News","The Kelly File",2015-05-15 01:00:00,"you baltimore has a second highest pernding of any urban area in america on schools and they're a disaster you get hurricanes and tornadoes when's the democratic answer oh that's global warming climate change"
"CNN","CNN Tonight",2015-05-28 02:00:00,"there's a severe drought going on people are talk about climate change can we say this is climate change that was a big pile of snow that is now melted on down but can we blame it on climate change"
"FOX News","FOX and Friends",2015-05-28 10:00:00,"some quick headlines for you the food edition how does a scoop of global warming sound ben and jerry's unveiling its newest flavor as part of the climate change nothing says climate change like fudge cones"
"FOX News","FOX and Friends",2015-05-29 10:00:00,"pope francis so fascinated with the pope getting involved in secular politics the way he is what was the last thing don't necessarily have kids like rabbits don't have kids like rabbits climate change"
"FOX News","Hannity",2015-05-30 05:00:00,"the sad thing about the speech is he's trying to tailor the speech to his audience saying the coast guard they're the ones that have to clean up the mess for climate change if he goes to a culinary school it gets warmer people lose their appetite it's going to come down on you guys your thoughts on this climate change"
"MSNBC","PoliticsNation",2015-06-03 22:00:00,"if climate change is a problem and do you believe it is or not i'm not a scientist i don't know the science behind climate change well listen i'm not going to i'm not qualified to debate the science over climate change what is your take on global warming climate change"
"CNN","State of the Union",2015-06-07 16:00:00,"if i'm president of the united states we're going to address climate change we're going to find oil and gas we own because we're going to use fossil fuels fire long time to come but it's okay to set lower carbon targets i do believe that climate change is real i want a business solution to that problem manmade climate change"
"MSNBC","NOW With Alex Wagner",2015-06-08 20:00:00,"what is the environmental policy of the republican party when i ask that question i get a blank stare we don't have an environmental policy i do believe that climate change is real manmade climate change"
